2016-10-15 16:43:29,059 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@649] - Got user-level KeeperException when processing sessionid:0x157c80b6cfa0001 type:create cxid:0x2 zxid:0x1f3 txntype:-1 reqpath:n/a Error Path:/cluster Error:KeeperErrorCode = NodeExists for /cluster
2016-10-15 16:43:29,063 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@649] - Got user-level KeeperException when processing sessionid:0x157c80b6cfa0001 type:create cxid:0x6 zxid:0x1f5 txntype:-1 reqpath:n/a Error Path:/cluster/servers Error:KeeperErrorCode = NodeExists for /cluster/servers
2016-10-15 16:43:29,067 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@649] - Got user-level KeeperException when processing sessionid:0x157c80b6cfa0001 type:create cxid:0xa zxid:0x1f7 txntype:-1 reqpath:n/a Error Path:/cluster/mapping Error:KeeperErrorCode = NodeExists for /cluster/mapping
2016-10-15 16:43:32,002 [myid:] - INFO  [SessionTracker:ZooKeeperServer@358] - Expiring session 0x157c80b6cfa0000, timeout of 5000ms exceeded
2016-10-15 16:43:32,002 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x157c80b6cfa0000
2016-10-15 16:43:32,012 [myid:] - INFO  [SyncThread:0:NIOServerCnxn@1008] - Closed socket connection for client /0:0:0:0:0:0:0:1:50825 which had sessionid 0x157c80b6cfa0000
2016-10-15 16:43:48,005 [myid:] - INFO  [SessionTracker:ZooKeeperServer@358] - Expiring session 0x157c80b6cfa0001, timeout of 5000ms exceeded
2016-10-15 16:43:48,006 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x157c80b6cfa0001
2016-10-15 16:43:48,013 [myid:] - INFO  [SyncThread:0:NIOServerCnxn@1008] - Closed socket connection for client /0:0:0:0:0:0:0:1:50835 which had sessionid 0x157c80b6cfa0001
2016-10-15 16:44:23,274 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@192] - Accepted socket connection from /0:0:0:0:0:0:0:1:50847
2016-10-15 16:44:23,275 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@928] - Client attempting to establish new session at /0:0:0:0:0:0:0:1:50847
2016-10-15 16:44:23,275 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@673] - Established session 0x157c80b6cfa0002 with negotiated timeout 5000 for client /0:0:0:0:0:0:0:1:50847
2016-10-15 16:44:23,281 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@649] - Got user-level KeeperException when processing sessionid:0x157c80b6cfa0002 type:create cxid:0x2 zxid:0x208 txntype:-1 reqpath:n/a Error Path:/cluster Error:KeeperErrorCode = NodeExists for /cluster
2016-10-15 16:44:23,285 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@649] - Got user-level KeeperException when processing sessionid:0x157c80b6cfa0002 type:create cxid:0x6 zxid:0x20a txntype:-1 reqpath:n/a Error Path:/cluster/servers Error:KeeperErrorCode = NodeExists for /cluster/servers
2016-10-15 16:44:23,287 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@649] - Got user-level KeeperException when processing sessionid:0x157c80b6cfa0002 type:create cxid:0xa zxid:0x20c txntype:-1 reqpath:n/a Error Path:/cluster/mapping Error:KeeperErrorCode = NodeExists for /cluster/mapping
2016-10-15 16:44:29,369 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x157c80b6cfa0002
2016-10-15 16:44:29,377 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1008] - Closed socket connection for client /0:0:0:0:0:0:0:1:50847 which had sessionid 0x157c80b6cfa0002
2016-10-15 16:45:13,588 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@192] - Accepted socket connection from /0:0:0:0:0:0:0:1:50855
2016-10-15 16:45:13,589 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@928] - Client attempting to establish new session at /0:0:0:0:0:0:0:1:50855
2016-10-15 16:45:13,596 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@673] - Established session 0x157c80b6cfa0003 with negotiated timeout 5000 for client /0:0:0:0:0:0:0:1:50855
2016-10-15 16:45:13,605 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@649] - Got user-level KeeperException when processing sessionid:0x157c80b6cfa0003 type:create cxid:0x2 zxid:0x21d txntype:-1 reqpath:n/a Error Path:/cluster Error:KeeperErrorCode = NodeExists for /cluster
2016-10-15 16:45:13,610 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@649] - Got user-level KeeperException when processing sessionid:0x157c80b6cfa0003 type:create cxid:0x6 zxid:0x21f txntype:-1 reqpath:n/a Error Path:/cluster/servers Error:KeeperErrorCode = NodeExists for /cluster/servers
2016-10-15 16:45:13,614 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@649] - Got user-level KeeperException when processing sessionid:0x157c80b6cfa0003 type:create cxid:0xa zxid:0x221 txntype:-1 reqpath:n/a Error Path:/cluster/mapping Error:KeeperErrorCode = NodeExists for /cluster/mapping
2016-10-15 16:45:36,647 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@192] - Accepted socket connection from /0:0:0:0:0:0:0:1:50862
